1167, 592
1168, 592
1168, 593
1168, 594
1169, 199
1170, 58
1173, 2
1173, 88
1173, 423
1177, 595
1178, 26
1179, 409
1179, 604
1183, 79
1183, 80
1183, 278
1187, 606
1187, 607
1187, 608
1191, 20
1191, 26
1191, 66
1192, 308
1192, 610
1193, 88
1201, 45
1201, 74
1201, 289
1244, 21
1244, 611
1250, 56
1250, 613
1250, 614
1252, 613
1252, 615
1252, 616
1252, 618
1253, 615
1253, 619
1253, 620
1258, 412
1265, 176
1271, 260
1271, 261
1279, 628
1279, 629
1280, 94
1280, 227
1281, 646
1284, 20
1284, 158
1284, 638
1285, 21
1285, 158
1285, 170
1292, 21
1292, 158
1292, 645
1293, 146
1293, 171
1293, 646
1301, 649
1302, 96
1302, 308
1302, 650
1302, 653
1305, 659
1305, 660
1305, 661
1307, 21
1307, 238
1310, 113
1310, 622
1317, 668
1317, 669
1318, 670
1318, 671
1319, 152
1319, 672
1321, 21
1321, 43
1323, 21
1323, 147
1323, 238
1324, 20
1324, 147
1324, 238
1325, 170
1325, 560
1328, 21
1328, 681
1328, 682
1329, 21
1329, 683
1329, 684
1331, 113
1331, 169
1331, 183
1332, 80
1332, 688
1334, 21
1334, 62
1334, 689
1339, 107
1339, 689
1339, 697
1341, 650
1341, 701
1344, 28
1344, 704
1345, 705
1384, 706
1384, 707
1385, 97
1423, 20
1423, 21
1423, 56
1423, 147
1423, 713
1453, 152
1453, 657
1495, 199
1495, 708
1495, 709
1496, 120
1496, 415
1496, 711
1502, 712
1539, 714
1539, 715
1540, 716
1540, 717
